,image_name,target,method,id,hand,finger_name
45,Dermalog_1_24_0_Fake_RIGHT_MIDDLE_4.png,1,0,1_24_0,1,MIDDLE_4
46,Dermalog_1_24_0_Fake_RIGHT_MIDDLE_5.png,1,0,1_24_0,1,MIDDLE_5
47,Dermalog_1_24_0_Fake_RIGHT_MIDDLE_6.png,1,0,1_24_0,1,MIDDLE_6
48,Dermalog_1_24_0_Fake_RIGHT_RING_1.png,1,0,1_24_0,1,RING_1
49,Dermalog_1_24_0_Fake_RIGHT_RING_2.png,1,0,1_24_0,1,RING_2
50,Dermalog_1_24_0_Fake_RIGHT_RING_3.png,1,0,1_24_0,1,RING_3
51,Dermalog_1_24_0_Fake_RIGHT_RING_4.png,1,0,1_24_0,1,RING_4
52,Dermalog_1_24_0_Fake_RIGHT_RING_5.png,1,0,1_24_0,1,RING_5
53,Dermalog_1_24_0_Fake_RIGHT_RING_6.png,1,0,1_24_0,1,RING_6
54,Dermalog_1_24_0_Fake_RIGHT_THUMB_1.png,1,0,1_24_0,1,THUMB_1
55,Dermalog_1_24_0_Fake_RIGHT_THUMB_2.png,1,0,1_24_0,1,THUMB_2
56,Dermalog_1_24_0_Fake_RIGHT_THUMB_3.png,1,0,1_24_0,1,THUMB_3
57,Dermalog_1_24_0_Fake_RIGHT_THUMB_4.png,1,0,1_24_0,1,THUMB_4
58,Dermalog_1_24_0_Fake_RIGHT_THUMB_5.png,1,0,1_24_0,1,THUMB_5
59,Dermalog_1_24_0_Fake_RIGHT_THUMB_6.png,1,0,1_24_0,1,THUMB_6
60,Dermalog_2_25_0_Fake_LEFT_INDEX_1.png,1,0,2_25_0,0,INDEX_1
61,Dermalog_2_25_0_Fake_LEFT_INDEX_2.png,1,0,2_25_0,0,INDEX_2
62,Dermalog_2_25_0_Fake_LEFT_INDEX_3.png,1,0,2_25_0,0,INDEX_3
63,Dermalog_2_25_0_Fake_LEFT_INDEX_4.png,1,0,2_25_0,0,INDEX_4
64,Dermalog_2_25_0_Fake_LEFT_INDEX_5.png,1,0,2_25_0,0,INDEX_5
65,Dermalog_2_25_0_Fake_LEFT_INDEX_6.png,1,0,2_25_0,0,INDEX_6
66,Dermalog_2_25_0_Fake_LEFT_LITTLE_1.png,1,0,2_25_0,0,LITTLE_1
67,Dermalog_2_25_0_Fake_LEFT_LITTLE_2.png,1,0,2_25_0,0,LITTLE_2
68,Dermalog_2_25_0_Fake_LEFT_LITTLE_3.png,1,0,2_25_0,0,LITTLE_3
69,Dermalog_2_25_0_Fake_LEFT_LITTLE_4.png,1,0,2_25_0,0,LITTLE_4
70,Dermalog_2_25_0_Fake_LEFT_LITTLE_5.png,1,0,2_25_0,0,LITTLE_5
71,Dermalog_2_25_0_Fake_LEFT_LITTLE_6.png,1,0,2_25_0,0,LITTLE_6
72,Dermalog_2_25_0_Fake_LEFT_MIDDLE_1.png,1,0,2_25_0,0,MIDDLE_1
73,Dermalog_2_25_0_Fake_LEFT_MIDDLE_2.png,1,0,2_25_0,0,MIDDLE_2
74,Dermalog_2_25_0_Fake_LEFT_MIDDLE_3.png,1,0,2_25_0,0,MIDDLE_3
75,Dermalog_2_25_0_Fake_LEFT_MIDDLE_4.png,1,0,2_25_0,0,MIDDLE_4
76,Dermalog_2_25_0_Fake_LEFT_MIDDLE_5.png,1,0,2_25_0,0,MIDDLE_5
77,Dermalog_2_25_0_Fake_LEFT_MIDDLE_6.png,1,0,2_25_0,0,MIDDLE_6
78,Dermalog_2_25_0_Fake_LEFT_RING_1.png,1,0,2_25_0,0,RING_1
79,Dermalog_2_25_0_Fake_LEFT_RING_2.png,1,0,2_25_0,0,RING_2
80,Dermalog_2_25_0_Fake_LEFT_RING_3.png,1,0,2_25_0,0,RING_3
81,Dermalog_2_25_0_Fake_LEFT_RING_4.png,1,0,2_25_0,0,RING_4
82,Dermalog_2_25_0_Fake_LEFT_RING_5.png,1,0,2_25_0,0,RING_5
83,Dermalog_2_25_0_Fake_LEFT_RING_6.png,1,0,2_25_0,0,RING_6
84,Dermalog_2_25_0_Fake_LEFT_THUMB_1.png,1,0,2_25_0,0,THUMB_1
85,Dermalog_2_25_0_Fake_LEFT_THUMB_2.png,1,0,2_25_0,0,THUMB_2
86,Dermalog_2_25_0_Fake_LEFT_THUMB_3.png,1,0,2_25_0,0,THUMB_3
87,Dermalog_2_25_0_Fake_LEFT_THUMB_4.png,1,0,2_25_0,0,THUMB_4
88,Dermalog_2_25_0_Fake_LEFT_THUMB_5.png,1,0,2_25_0,0,THUMB_5
89,Dermalog_2_25_0_Fake_LEFT_THUMB_6.png,1,0,2_25_0,0,THUMB_6
90,Dermalog_2_25_0_Fake_RIGHT_INDEX_1.png,1,0,2_25_0,1,INDEX_1
91,Dermalog_2_25_0_Fake_RIGHT_INDEX_2.png,1,0,2_25_0,1,INDEX_2
92,Dermalog_2_25_0_Fake_RIGHT_INDEX_3.png,1,0,2_25_0,1,INDEX_3
93,Dermalog_2_25_0_Fake_RIGHT_INDEX_4.png,1,0,2_25_0,1,INDEX_4
94,Dermalog_2_25_0_Fake_RIGHT_INDEX_5.png,1,0,2_25_0,1,INDEX_5
95,Dermalog_2_25_0_Fake_RIGHT_INDEX_6.png,1,0,2_25_0,1,INDEX_6
96,Dermalog_2_25_0_Fake_RIGHT_LITTLE_1.png,1,0,2_25_0,1,LITTLE_1
97,Dermalog_2_25_0_Fake_RIGHT_LITTLE_2.png,1,0,2_25_0,1,LITTLE_2
98,Dermalog_2_25_0_Fake_RIGHT_LITTLE_3.png,1,0,2_25_0,1,LITTLE_3
99,Dermalog_2_25_0_Fake_RIGHT_LITTLE_4.png,1,0,2_25_0,1,LITTLE_4
100,Dermalog_2_25_0_Fake_RIGHT_LITTLE_5.png,1,0,2_25_0,1,LITTLE_5
101,Dermalog_2_25_0_Fake_RIGHT_LITTLE_6.png,1,0,2_25_0,1,LITTLE_6
102,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_1.png,1,0,2_25_0,1,MIDDLE_1
103,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_2.png,1,0,2_25_0,1,MIDDLE_2
104,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_3.png,1,0,2_25_0,1,MIDDLE_3
105,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_4.png,1,0,2_25_0,1,MIDDLE_4
106,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_5.png,1,0,2_25_0,1,MIDDLE_5
107,Dermalog_2_25_0_Fake_RIGHT_MIDDLE_6.png,1,0,2_25_0,1,MIDDLE_6
108,Dermalog_2_25_0_Fake_RIGHT_RING_1.png,1,0,2_25_0,1,RING_1
109,Dermalog_2_25_0_Fake_RIGHT_RING_2.png,1,0,2_25_0,1,RING_2
110,Dermalog_2_25_0_Fake_RIGHT_RING_3.png,1,0,2_25_0,1,RING_3
111,Dermalog_2_25_0_Fake_RIGHT_RING_4.png,1,0,2_25_0,1,RING_4
112,Dermalog_2_25_0_Fake_RIGHT_RING_5.png,1,0,2_25_0,1,RING_5
113,Dermalog_2_25_0_Fake_RIGHT_RING_6.png,1,0,2_25_0,1,RING_6
114,Dermalog_2_25_0_Fake_RIGHT_THUMB_1.png,1,0,2_25_0,1,THUMB_1
115,Dermalog_2_25_0_Fake_RIGHT_THUMB_2.png,1,0,2_25_0,1,THUMB_2
116,Dermalog_2_25_0_Fake_RIGHT_THUMB_3.png,1,0,2_25_0,1,THUMB_3
117,Dermalog_2_25_0_Fake_RIGHT_THUMB_4.png,1,0,2_25_0,1,THUMB_4
118,Dermalog_2_25_0_Fake_RIGHT_THUMB_5.png,1,0,2_25_0,1,THUMB_5
119,Dermalog_2_25_0_Fake_RIGHT_THUMB_6.png,1,0,2_25_0,1,THUMB_6
120,Dermalog_3_20_0_Fake_LEFT_INDEX_1.png,1,0,3_20_0,0,INDEX_1
121,Dermalog_3_20_0_Fake_LEFT_INDEX_2.png,1,0,3_20_0,0,INDEX_2
122,Dermalog_3_20_0_Fake_LEFT_INDEX_3.png,1,0,3_20_0,0,INDEX_3
123,Dermalog_3_20_0_Fake_LEFT_INDEX_4.png,1,0,3_20_0,0,INDEX_4
124,Dermalog_3_20_0_Fake_LEFT_INDEX_5.png,1,0,3_20_0,0,INDEX_5
125,Dermalog_3_20_0_Fake_LEFT_INDEX_6.png,1,0,3_20_0,0,INDEX_6
126,Dermalog_3_20_0_Fake_LEFT_LITTLE_1.png,1,0,3_20_0,0,LITTLE_1
127,Dermalog_3_20_0_Fake_LEFT_LITTLE_2.png,1,0,3_20_0,0,LITTLE_2
128,Dermalog_3_20_0_Fake_LEFT_LITTLE_3.png,1,0,3_20_0,0,LITTLE_3
129,Dermalog_3_20_0_Fake_LEFT_LITTLE_4.png,1,0,3_20_0,0,LITTLE_4
130,Dermalog_3_20_0_Fake_LEFT_LITTLE_5.png,1,0,3_20_0,0,LITTLE_5
131,Dermalog_3_20_0_Fake_LEFT_LITTLE_6.png,1,0,3_20_0,0,LITTLE_6
132,Dermalog_3_20_0_Fake_LEFT_MIDDLE_1.png,1,0,3_20_0,0,MIDDLE_1
133,Dermalog_3_20_0_Fake_LEFT_MIDDLE_2.png,1,0,3_20_0,0,MIDDLE_2
134,Dermalog_3_20_0_Fake_LEFT_MIDDLE_3.png,1,0,3_20_0,0,MIDDLE_3
135,Dermalog_3_20_0_Fake_LEFT_MIDDLE_4.png,1,0,3_20_0,0,MIDDLE_4
136,Dermalog_3_20_0_Fake_LEFT_MIDDLE_5.png,1,0,3_20_0,0,MIDDLE_5
137,Dermalog_3_20_0_Fake_LEFT_MIDDLE_6.png,1,0,3_20_0,0,MIDDLE_6
138,Dermalog_3_20_0_Fake_LEFT_RING_1.png,1,0,3_20_0,0,RING_1
139,Dermalog_3_20_0_Fake_LEFT_RING_2.png,1,0,3_20_0,0,RING_2
140,Dermalog_3_20_0_Fake_LEFT_RING_3.png,1,0,3_20_0,0,RING_3
141,Dermalog_3_20_0_Fake_LEFT_RING_4.png,1,0,3_20_0,0,RING_4
142,Dermalog_3_20_0_Fake_LEFT_RING_5.png,1,0,3_20_0,0,RING_5
143,Dermalog_3_20_0_Fake_LEFT_RING_6.png,1,0,3_20_0,0,RING_6
144,Dermalog_3_20_0_Fake_LEFT_THUMB_1.png,1,0,3_20_0,0,THUMB_1
145,Dermalog_3_20_0_Fake_LEFT_THUMB_2.png,1,0,3_20_0,0,THUMB_2
146,Dermalog_3_20_0_Fake_LEFT_THUMB_3.png,1,0,3_20_0,0,THUMB_3
147,Dermalog_3_20_0_Fake_LEFT_THUMB_4.png,1,0,3_20_0,0,THUMB_4
148,Dermalog_3_20_0_Fake_LEFT_THUMB_5.png,1,0,3_20_0,0,THUMB_5
149,Dermalog_3_20_0_Fake_LEFT_THUMB_6.png,1,0,3_20_0,0,THUMB_6
150,Dermalog_3_20_0_Fake_RIGHT_INDEX_1.png,1,0,3_20_0,1,INDEX_1
151,Dermalog_3_20_0_Fake_RIGHT_INDEX_2.png,1,0,3_20_0,1,INDEX_2
152,Dermalog_3_20_0_Fake_RIGHT_INDEX_3.png,1,0,3_20_0,1,INDEX_3
153,Dermalog_3_20_0_Fake_RIGHT_INDEX_4.png,1,0,3_20_0,1,INDEX_4
154,Dermalog_3_20_0_Fake_RIGHT_INDEX_5.png,1,0,3_20_0,1,INDEX_5
155,Dermalog_3_20_0_Fake_RIGHT_INDEX_6.png,1,0,3_20_0,1,INDEX_6
156,Dermalog_3_20_0_Fake_RIGHT_LITTLE_1.png,1,0,3_20_0,1,LITTLE_1
157,Dermalog_3_20_0_Fake_RIGHT_LITTLE_2.png,1,0,3_20_0,1,LITTLE_2
158,Dermalog_3_20_0_Fake_RIGHT_LITTLE_3.png,1,0,3_20_0,1,LITTLE_3
159,Dermalog_3_20_0_Fake_RIGHT_LITTLE_4.png,1,0,3_20_0,1,LITTLE_4
160,Dermalog_3_20_0_Fake_RIGHT_LITTLE_5.png,1,0,3_20_0,1,LITTLE_5
161,Dermalog_3_20_0_Fake_RIGHT_LITTLE_6.png,1,0,3_20_0,1,LITTLE_6
162,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_1.png,1,0,3_20_0,1,MIDDLE_1
163,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_2.png,1,0,3_20_0,1,MIDDLE_2
164,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_3.png,1,0,3_20_0,1,MIDDLE_3
165,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_4.png,1,0,3_20_0,1,MIDDLE_4
166,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_5.png,1,0,3_20_0,1,MIDDLE_5
167,Dermalog_3_20_0_Fake_RIGHT_MIDDLE_6.png,1,0,3_20_0,1,MIDDLE_6
168,Dermalog_3_20_0_Fake_RIGHT_RING_1.png,1,0,3_20_0,1,RING_1
169,Dermalog_3_20_0_Fake_RIGHT_RING_2.png,1,0,3_20_0,1,RING_2
170,Dermalog_3_20_0_Fake_RIGHT_RING_3.png,1,0,3_20_0,1,RING_3
171,Dermalog_3_20_0_Fake_RIGHT_RING_4.png,1,0,3_20_0,1,RING_4
172,Dermalog_3_20_0_Fake_RIGHT_RING_5.png,1,0,3_20_0,1,RING_5
173,Dermalog_3_20_0_Fake_RIGHT_RING_6.png,1,0,3_20_0,1,RING_6
174,Dermalog_3_20_0_Fake_RIGHT_THUMB_1.png,1,0,3_20_0,1,THUMB_1
175,Dermalog_3_20_0_Fake_RIGHT_THUMB_2.png,1,0,3_20_0,1,THUMB_2
176,Dermalog_3_20_0_Fake_RIGHT_THUMB_3.png,1,0,3_20_0,1,THUMB_3
177,Dermalog_3_20_0_Fake_RIGHT_THUMB_4.png,1,0,3_20_0,1,THUMB_4
178,Dermalog_3_20_0_Fake_RIGHT_THUMB_5.png,1,0,3_20_0,1,THUMB_5
179,Dermalog_3_20_0_Fake_RIGHT_THUMB_6.png,1,0,3_20_0,1,THUMB_6
180,Dermalog_4_23_0_Fake_LEFT_INDEX_1.png,1,0,4_23_0,0,INDEX_1
181,Dermalog_4_23_0_Fake_LEFT_INDEX_2.png,1,0,4_23_0,0,INDEX_2
182,Dermalog_4_23_0_Fake_LEFT_INDEX_3.png,1,0,4_23_0,0,INDEX_3
183,Dermalog_4_23_0_Fake_LEFT_INDEX_4.png,1,0,4_23_0,0,INDEX_4
184,Dermalog_4_23_0_Fake_LEFT_INDEX_5.png,1,0,4_23_0,0,INDEX_5
185,Dermalog_4_23_0_Fake_LEFT_INDEX_6.png,1,0,4_23_0,0,INDEX_6
186,Dermalog_4_23_0_Fake_LEFT_LITTLE_1.png,1,0,4_23_0,0,LITTLE_1
187,Dermalog_4_23_0_Fake_LEFT_LITTLE_2.png,1,0,4_23_0,0,LITTLE_2
188,Dermalog_4_23_0_Fake_LEFT_LITTLE_3.png,1,0,4_23_0,0,LITTLE_3
189,Dermalog_4_23_0_Fake_LEFT_LITTLE_4.png,1,0,4_23_0,0,LITTLE_4
190,Dermalog_4_23_0_Fake_LEFT_LITTLE_5.png,1,0,4_23_0,0,LITTLE_5
191,Dermalog_4_23_0_Fake_LEFT_LITTLE_6.png,1,0,4_23_0,0,LITTLE_6
192,Dermalog_4_23_0_Fake_LEFT_MIDDLE_1.png,1,0,4_23_0,0,MIDDLE_1
193,Dermalog_4_23_0_Fake_LEFT_MIDDLE_2.png,1,0,4_23_0,0,MIDDLE_2
194,Dermalog_4_23_0_Fake_LEFT_MIDDLE_3.png,1,0,4_23_0,0,MIDDLE_3
195,Dermalog_4_23_0_Fake_LEFT_MIDDLE_4.png,1,0,4_23_0,0,MIDDLE_4
196,Dermalog_4_23_0_Fake_LEFT_MIDDLE_5.png,1,0,4_23_0,0,MIDDLE_5
197,Dermalog_4_23_0_Fake_LEFT_MIDDLE_6.png,1,0,4_23_0,0,MIDDLE_6
198,Dermalog_4_23_0_Fake_LEFT_RING_1.png,1,0,4_23_0,0,RING_1
199,Dermalog_4_23_0_Fake_LEFT_RING_2.png,1,0,4_23_0,0,RING_2
200,Dermalog_4_23_0_Fake_LEFT_RING_3.png,1,0,4_23_0,0,RING_3
201,Dermalog_4_23_0_Fake_LEFT_RING_4.png,1,0,4_23_0,0,RING_4
202,Dermalog_4_23_0_Fake_LEFT_RING_5.png,1,0,4_23_0,0,RING_5
203,Dermalog_4_23_0_Fake_LEFT_RING_6.png,1,0,4_23_0,0,RING_6
204,Dermalog_4_23_0_Fake_LEFT_THUMB_1.png,1,0,4_23_0,0,THUMB_1
205,Dermalog_4_23_0_Fake_LEFT_THUMB_2.png,1,0,4_23_0,0,THUMB_2
206,Dermalog_4_23_0_Fake_LEFT_THUMB_3.png,1,0,4_23_0,0,THUMB_3
207,Dermalog_4_23_0_Fake_LEFT_THUMB_4.png,1,0,4_23_0,0,THUMB_4
208,Dermalog_4_23_0_Fake_LEFT_THUMB_5.png,1,0,4_23_0,0,THUMB_5
209,Dermalog_4_23_0_Fake_LEFT_THUMB_6.png,1,0,4_23_0,0,THUMB_6
210,Dermalog_4_23_0_Fake_RIGHT_INDEX_1.png,1,0,4_23_0,1,INDEX_1
211,Dermalog_4_23_0_Fake_RIGHT_INDEX_2.png,1,0,4_23_0,1,INDEX_2
212,Dermalog_4_23_0_Fake_RIGHT_INDEX_3.png,1,0,4_23_0,1,INDEX_3
213,Dermalog_4_23_0_Fake_RIGHT_INDEX_4.png,1,0,4_23_0,1,INDEX_4
214,Dermalog_4_23_0_Fake_RIGHT_INDEX_5.png,1,0,4_23_0,1,INDEX_5
215,Dermalog_4_23_0_Fake_RIGHT_INDEX_6.png,1,0,4_23_0,1,INDEX_6
216,Dermalog_4_23_0_Fake_RIGHT_LITTLE_1.png,1,0,4_23_0,1,LITTLE_1
217,Dermalog_4_23_0_Fake_RIGHT_LITTLE_2.png,1,0,4_23_0,1,LITTLE_2
218,Dermalog_4_23_0_Fake_RIGHT_LITTLE_3.png,1,0,4_23_0,1,LITTLE_3
219,Dermalog_4_23_0_Fake_RIGHT_LITTLE_4.png,1,0,4_23_0,1,LITTLE_4
220,Dermalog_4_23_0_Fake_RIGHT_LITTLE_5.png,1,0,4_23_0,1,LITTLE_5
221,Dermalog_4_23_0_Fake_RIGHT_LITTLE_6.png,1,0,4_23_0,1,LITTLE_6
222,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_1.png,1,0,4_23_0,1,MIDDLE_1
223,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_2.png,1,0,4_23_0,1,MIDDLE_2
224,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_3.png,1,0,4_23_0,1,MIDDLE_3
225,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_4.png,1,0,4_23_0,1,MIDDLE_4
226,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_5.png,1,0,4_23_0,1,MIDDLE_5
227,Dermalog_4_23_0_Fake_RIGHT_MIDDLE_6.png,1,0,4_23_0,1,MIDDLE_6
228,Dermalog_4_23_0_Fake_RIGHT_RING_1.png,1,0,4_23_0,1,RING_1
229,Dermalog_4_23_0_Fake_RIGHT_RING_2.png,1,0,4_23_0,1,RING_2
230,Dermalog_4_23_0_Fake_RIGHT_RING_3.png,1,0,4_23_0,1,RING_3
231,Dermalog_4_23_0_Fake_RIGHT_RING_4.png,1,0,4_23_0,1,RING_4
232,Dermalog_4_23_0_Fake_RIGHT_RING_5.png,1,0,4_23_0,1,RING_5
233,Dermalog_4_23_0_Fake_RIGHT_RING_6.png,1,0,4_23_0,1,RING_6
234,Dermalog_4_23_0_Fake_RIGHT_THUMB_1.png,1,0,4_23_0,1,THUMB_1
235,Dermalog_4_23_0_Fake_RIGHT_THUMB_2.png,1,0,4_23_0,1,THUMB_2
236,Dermalog_4_23_0_Fake_RIGHT_THUMB_3.png,1,0,4_23_0,1,THUMB_3
237,Dermalog_4_23_0_Fake_RIGHT_THUMB_4.png,1,0,4_23_0,1,THUMB_4
238,Dermalog_4_23_0_Fake_RIGHT_THUMB_5.png,1,0,4_23_0,1,THUMB_5
239,Dermalog_4_23_0_Fake_RIGHT_THUMB_6.png,1,0,4_23_0,1,THUMB_6
240,Dermalog_5_25_1_Fake_LEFT_INDEX_1.png,1,0,5_25_1,0,INDEX_1
241,Dermalog_5_25_1_Fake_LEFT_INDEX_2.png,1,0,5_25_1,0,INDEX_2
242,Dermalog_5_25_1_Fake_LEFT_INDEX_3.png,1,0,5_25_1,0,INDEX_3
243,Dermalog_5_25_1_Fake_LEFT_INDEX_4.png,1,0,5_25_1,0,INDEX_4
244,Dermalog_5_25_1_Fake_LEFT_INDEX_5.png,1,0,5_25_1,0,INDEX_5
245,Dermalog_5_25_1_Fake_LEFT_INDEX_6.png,1,0,5_25_1,0,INDEX_6
246,Dermalog_5_25_1_Fake_LEFT_LITTLE_1.png,1,0,5_25_1,0,LITTLE_1
247,Dermalog_5_25_1_Fake_LEFT_LITTLE_2.png,1,0,5_25_1,0,LITTLE_2
248,Dermalog_5_25_1_Fake_LEFT_LITTLE_3.png,1,0,5_25_1,0,LITTLE_3
249,Dermalog_5_25_1_Fake_LEFT_LITTLE_4.png,1,0,5_25_1,0,LITTLE_4
250,Dermalog_5_25_1_Fake_LEFT_LITTLE_5.png,1,0,5_25_1,0,LITTLE_5
251,Dermalog_5_25_1_Fake_LEFT_LITTLE_6.png,1,0,5_25_1,0,LITTLE_6
252,Dermalog_5_25_1_Fake_LEFT_MIDDLE_1.png,1,0,5_25_1,0,MIDDLE_1
253,Dermalog_5_25_1_Fake_LEFT_MIDDLE_2.png,1,0,5_25_1,0,MIDDLE_2
254,Dermalog_5_25_1_Fake_LEFT_MIDDLE_3.png,1,0,5_25_1,0,MIDDLE_3
255,Dermalog_5_25_1_Fake_LEFT_MIDDLE_4.png,1,0,5_25_1,0,MIDDLE_4
256,Dermalog_5_25_1_Fake_LEFT_MIDDLE_5.png,1,0,5_25_1,0,MIDDLE_5
257,Dermalog_5_25_1_Fake_LEFT_MIDDLE_6.png,1,0,5_25_1,0,MIDDLE_6
258,Dermalog_5_25_1_Fake_LEFT_RING_1.png,1,0,5_25_1,0,RING_1
259,Dermalog_5_25_1_Fake_LEFT_RING_2.png,1,0,5_25_1,0,RING_2
260,Dermalog_5_25_1_Fake_LEFT_RING_3.png,1,0,5_25_1,0,RING_3
261,Dermalog_5_25_1_Fake_LEFT_RING_4.png,1,0,5_25_1,0,RING_4
262,Dermalog_5_25_1_Fake_LEFT_RING_5.png,1,0,5_25_1,0,RING_5
263,Dermalog_5_25_1_Fake_LEFT_RING_6.png,1,0,5_25_1,0,RING_6
264,Dermalog_5_25_1_Fake_LEFT_THUMB_1.png,1,0,5_25_1,0,THUMB_1
265,Dermalog_5_25_1_Fake_LEFT_THUMB_2.png,1,0,5_25_1,0,THUMB_2
266,Dermalog_5_25_1_Fake_LEFT_THUMB_3.png,1,0,5_25_1,0,THUMB_3
267,Dermalog_5_25_1_Fake_LEFT_THUMB_4.png,1,0,5_25_1,0,THUMB_4
268,Dermalog_5_25_1_Fake_LEFT_THUMB_5.png,1,0,5_25_1,0,THUMB_5
